total_distance,max_speed,min_speed,speed_std,avg_speed,avg_acceleration,max_acceleration,acceleration_std,num_turns,turn_rate,avg_turn_angle,turn_angle_std,avg_bearing_change,avg_altitude,total_altitude_gain,total_altitude_loss,avg_vertical_acceleration,trip_id,start_time,end_time,duration_sec,transport_mode,initial_points,points_removed,pct_points_removed,regular_capped_points,extreme_outliers_removed,speed_cap,trip_summary
0.41910270291508334,8.097761317771845,0.0,1.5332241894774963,3.902865381225022,0.0019788007318676955,0.24786219325687206,0.10157995954111741,22,3.492063492063492,26.928323631615804,31.731099180344653,26.928323631615804,40.544774517374535,28.614914285714324,63.079085714285796,0.03298326000447139,walk_seg2_move1_cleaned.geojson,2009-09-11 12:22:36,2009-09-11 12:28:54,378.0,walk,76,1,1.3157894736842104,5,0,2.78,"
    Trip Summary:
    - Start: 2009-09-11 12:22:36 at 甜水园街, 六里屯街道, 六里屯村, 朝阳区, 北京市, 100026, 中国
    - End: 2009-09-11 12:28:54 at 北京市东方德才学校初中部, 甜水园街, 六里屯街道, 六里屯村, 朝阳区, 北京市, 100026, 中国
    - Duration: 0 days 00:06:18
    - Distance: 0.42 km
    - Average Speed: 3.90 km/h
    - Average Bearing Change: 26.93°
    - Max Speed: 8.10 km/h
    - Min Speed: 0.00 km/h
    - Speed Variability: 1.53 km/h
    - Average Acceleration: 0.00 m/s²
    - Max Acceleration: 0.25 m/s²
    - Number of Turns: 22
    - Turn Rate: 3.49 turns/min
    - Average Turn Angle: 26.93°
    - Turn Angle Variability: 31.73°
    - Average Altitude: 40.54 m
    - Total Altitude Gain: 28.61 m
    - Total Altitude Loss: 63.08 m
    - Average Vertical Acceleration: 0.03 m/s²
    - Transport Mode: walk"
6.003318829289095,39.996,0.14679889615839642,12.39337007752344,21.63735668825705,0.0020383956687382576,2.732513078032204,0.41422589865071036,54,2.638436482084691,14.179688862111671,24.106078675727197,14.179688862111671,30.974096842105286,280.8877142857143,292.38302857142855,0.17463401163572737,bus_seg1_move1_cleaned.geojson,2009-09-11 12:01:33,2009-09-11 12:22:13,1240.0,bus,487,11,2.2587268993839835,62,10,11.11,"
    Trip Summary:
    - Start: 2009-09-11 12:01:33 at 东三环, 劲松街道, 朝阳区, 北京市, 100021, 中国
    - End: 2009-09-11 12:22:13 at 甜水园街, 六里屯街道, 六里屯村, 朝阳区, 北京市, 100026, 中国
    - Duration: 0 days 00:20:40
    - Distance: 6.00 km
    - Average Speed: 21.64 km/h
    - Average Bearing Change: 14.18°
    - Max Speed: 40.00 km/h
    - Min Speed: 0.15 km/h
    - Speed Variability: 12.39 km/h
    - Average Acceleration: 0.00 m/s²
    - Max Acceleration: 2.73 m/s²
    - Number of Turns: 54
    - Turn Rate: 2.64 turns/min
    - Average Turn Angle: 14.18°
    - Turn Angle Variability: 24.11°
    - Average Altitude: 30.97 m
    - Total Altitude Gain: 280.89 m
    - Total Altitude Loss: 292.38 m
    - Average Vertical Acceleration: 0.17 m/s²
    - Transport Mode: bus"
13.756909884868307,50.004000000000005,0.0,16.968035416783735,33.308620303377,0.013070712067308332,8.612466276682847,0.5712485250790428,99,2.8111689540937053,12.048423759935277,27.24463644704766,12.048423759935277,51.013098802220306,429.04228571428575,410.62365714285716,0.17206924906224527,car_seg1_move1_cleaned.geojson,2009-09-11 07:12:49,2009-09-11 07:48:04,2115.0,car,993,14,1.4098690835850958,342,13,13.89,"
    Trip Summary:
    - Start: 2009-09-11 07:12:49 at 锦江富园大酒店, 荣华中路, 北京经济技术开发区, 亦庄地区, 大兴区, 北京市, 100176, 中国
    - End: 2009-09-11 07:48:04 at 天力街, 双井街道, 朝阳区, 北京市, 100022, 中国
    - Duration: 0 days 00:35:15
    - Distance: 13.76 km
    - Average Speed: 33.31 km/h
    - Average Bearing Change: 12.05°
    - Max Speed: 50.00 km/h
    - Min Speed: 0.00 km/h
    - Speed Variability: 16.97 km/h
    - Average Acceleration: 0.01 m/s²
    - Max Acceleration: 8.61 m/s²
    - Number of Turns: 99
    - Turn Rate: 2.81 turns/min
    - Average Turn Angle: 12.05°
    - Turn Angle Variability: 27.24°
    - Average Altitude: 51.01 m
    - Total Altitude Gain: 429.04 m
    - Total Altitude Loss: 410.62 m
    - Average Vertical Acceleration: 0.17 m/s²
    - Transport Mode: car"
0.7109328855348651,7.427372287707788,0.9272094173484566,1.3095456585081882,4.197868086306213,-0.0013332104841722475,0.14924091846500548,0.03467884010627328,29,3.320610687022901,29.430244958343433,32.9791565188205,29.430244958343433,45.53383518796996,35.66885714285733,150.33897142857157,0.08959003529313458,walk_seg1_move1_cleaned.geojson,2009-09-11 11:39:17,2009-09-11 11:48:13,536.0,walk,100,4,4.0,2,3,2.78,"
    Trip Summary:
    - Start: 2009-09-11 11:39:17 at 广渠门外大街, 双井街道, 首都功能核心区, 朝阳区, 北京市, 100021, 中国
    - End: 2009-09-11 11:48:13 at 双井桥南, 东三环, 劲松街道, 朝阳区, 北京市, 100021, 中国
    - Duration: 0 days 00:08:56
    - Distance: 0.71 km
    - Average Speed: 4.20 km/h
    - Average Bearing Change: 29.43°
    - Max Speed: 7.43 km/h
    - Min Speed: 0.93 km/h
    - Speed Variability: 1.31 km/h
    - Average Acceleration: -0.00 m/s²
    - Max Acceleration: 0.15 m/s²
    - Number of Turns: 29
    - Turn Rate: 3.32 turns/min
    - Average Turn Angle: 29.43°
    - Turn Angle Variability: 32.98°
    - Average Altitude: 45.53 m
    - Total Altitude Gain: 35.67 m
    - Total Altitude Loss: 150.34 m
    - Average Vertical Acceleration: 0.09 m/s²
    - Transport Mode: walk"
10.570148174959991,50.004000000000005,0.0,18.252680033230273,32.41077236158778,0.028532926776947264,1.5674584615360967,0.3811429963077018,44,2.2391857506361323,11.567887121666827,30.094149779658594,11.567887121666827,38.58041420051124,127.92165714285716,134.62725714285716,0.0579614734452646,taxi_seg3_move1_cleaned.geojson,2008-08-02 08:48:31,2008-08-02 09:08:22,1191.0,taxi,511,7,1.36986301369863,170,6,13.89,"
    Trip Summary:
    - Start: 2008-08-02 08:48:31 at 紫光大厦, 一号院10号楼, 中关村东路, 东升镇, 海淀区, 北京市, 100084, 中国
    - End: 2008-08-02 09:08:22 at 樱花园东街, 和平街街道, 朝阳区, 北京市, 100029, 中国
    - Duration: 0 days 00:19:51
    - Distance: 10.57 km
    - Average Speed: 32.41 km/h
    - Average Bearing Change: 11.57°
    - Max Speed: 50.00 km/h
    - Min Speed: 0.00 km/h
    - Speed Variability: 18.25 km/h
    - Average Acceleration: 0.03 m/s²
    - Max Acceleration: 1.57 m/s²
    - Number of Turns: 44
    - Turn Rate: 2.24 turns/min
    - Average Turn Angle: 11.57°
    - Turn Angle Variability: 30.09°
    - Average Altitude: 38.58 m
    - Total Altitude Gain: 127.92 m
    - Total Altitude Loss: 134.63 m
    - Average Vertical Acceleration: 0.06 m/s²
    - Transport Mode: taxi"
2.200766075817127,39.996,0.25216520889726346,11.553048801816677,15.540958466085877,-0.005855574111480992,1.4439562873257685,0.42269010079768865,38,5.229357798165138,22.272248606870804,33.47721317134318,22.272248606870804,49.40813004926112,44.7838285714287,44.1960000000001,0.037618155952381514,bus_seg2_move1_cleaned.geojson,2008-08-02 14:28:27,2008-08-02 14:35:49,442.0,bus,208,4,1.9230769230769231,7,3,11.11,"
    Trip Summary:
    - Start: 2008-08-02 14:28:27 at 北四环东路, 小关街道, 朝阳区, 北京市, 100012, 中国
    - End: 2008-08-02 14:35:49 at 樱花园东街, 太阳宫乡, 朝阳区, 北京市, 100029, 中国
    - Duration: 0 days 00:07:22
    - Distance: 2.20 km
    - Average Speed: 15.54 km/h
    - Average Bearing Change: 22.27°
    - Max Speed: 40.00 km/h
    - Min Speed: 0.25 km/h
    - Speed Variability: 11.55 km/h
    - Average Acceleration: -0.01 m/s²
    - Max Acceleration: 1.44 m/s²
    - Number of Turns: 38
    - Turn Rate: 5.23 turns/min
    - Average Turn Angle: 22.27°
    - Turn Angle Variability: 33.48°
    - Average Altitude: 49.41 m
    - Total Altitude Gain: 44.78 m
    - Total Altitude Loss: 44.20 m
    - Average Vertical Acceleration: 0.04 m/s²
    - Transport Mode: bus"
0.3707744717817924,8.456291340155383,0.14275809338511983,1.4995596721185778,5.395812127372942,0.0014075999627225014,0.7429315672585792,0.13199187448093383,24,5.538461538461539,24.394033613478786,24.432128448495273,24.394033613478786,37.26404625850343,17.946914285714332,32.25074285714287,0.038916132119514814,walk_seg4_move1_cleaned.geojson,2008-08-02 09:08:36,2008-08-02 09:12:58,262.0,walk,108,2,1.8518518518518516,6,1,2.78,"
    Trip Summary:
    - Start: 2008-08-02 09:08:36 at 樱花园东街, 和平街街道, 朝阳区, 北京市, 100029, 中国
    - End: 2008-08-02 09:12:58 at 北京中医药大学（西校区）, 11号, 北三环东路, 和平街街道, 朝阳区, 北京市, 100029, 中国
    - Duration: 0 days 00:04:22
    - Distance: 0.37 km
    - Average Speed: 5.40 km/h
    - Average Bearing Change: 24.39°
    - Max Speed: 8.46 km/h
    - Min Speed: 0.14 km/h
    - Speed Variability: 1.50 km/h
    - Average Acceleration: 0.00 m/s²
    - Max Acceleration: 0.74 m/s²
    - Number of Turns: 24
    - Turn Rate: 5.54 turns/min
    - Average Turn Angle: 24.39°
    - Turn Angle Variability: 24.43°
    - Average Altitude: 37.26 m
    - Total Altitude Gain: 17.95 m
    - Total Altitude Loss: 32.25 m
    - Average Vertical Acceleration: 0.04 m/s²
    - Transport Mode: walk"
1.5746197056211126,21.707923247111005,1.9980404171711816,2.5551514835507514,13.06221853078483,-0.005700593429609795,0.8901080990092296,0.23241643416314095,11,1.6666666666666667,11.83312375306421,12.833776946411101,11.83312375306421,48.20190253968258,72.96331428571438,121.16525714285723,0.1069902394404094,bike_seg4_move1_cleaned.geojson,2008-08-02 16:01:11,2008-08-02 16:07:55,404.0,bike,186,5,2.6881720430107525,5,4,6.94,"
    Trip Summary:
    - Start: 2008-08-02 16:01:11 at 双清路, 东升镇, 海淀区, 北京市, 100084, 中国
    - End: 2008-08-02 16:07:55 at Unknown Location
    - Duration: 0 days 00:06:44
    - Distance: 1.57 km
    - Average Speed: 13.06 km/h
    - Average Bearing Change: 11.83°
    - Max Speed: 21.71 km/h
    - Min Speed: 2.00 km/h
    - Speed Variability: 2.56 km/h
    - Average Acceleration: -0.01 m/s²
    - Max Acceleration: 0.89 m/s²
    - Number of Turns: 11
    - Turn Rate: 1.67 turns/min
    - Average Turn Angle: 11.83°
    - Turn Angle Variability: 12.83°
    - Average Altitude: 48.20 m
    - Total Altitude Gain: 72.96 m
    - Total Altitude Loss: 121.17 m
    - Average Vertical Acceleration: 0.11 m/s²
    - Transport Mode: bike"
0.02456552847551406,0.618981747480963,0.39972377203494586,0.10744833037439099,0.5331698875499151,0.0005663780190865243,0.026487848854863244,0.015366008389086215,2,8.571428571428571,49.836958624081795,63.12239955577528,49.836958624081795,54.10096326530617,2.757714285714286,2.2932571428571435,0.10885714285715409,walk_seg1_stop1_cleaned.geojson,2008-08-02 14:20:41,2008-08-02 14:25:59,318.0,walk,10,2,20.0,0,1,2.78,"
    Trip Summary:
    - Start: 2008-08-02 14:20:41 at 北四环东路, 小关街道, 朝阳区, 北京市, 100012, 中国
    - End: 2008-08-02 14:25:59 at 北四环东路, 小关街道, 朝阳区, 北京市, 100012, 中国
    - Duration: 0 days 00:05:18
    - Distance: 0.02 km
    - Average Speed: 0.53 km/h
    - Average Bearing Change: 49.84°
    - Max Speed: 0.62 km/h
    - Min Speed: 0.40 km/h
    - Speed Variability: 0.11 km/h
    - Average Acceleration: 0.00 m/s²
    - Max Acceleration: 0.03 m/s²
    - Number of Turns: 2
    - Turn Rate: 8.57 turns/min
    - Average Turn Angle: 49.84°
    - Turn Angle Variability: 63.12°
    - Average Altitude: 54.10 m
    - Total Altitude Gain: 2.76 m
    - Total Altitude Loss: 2.29 m
    - Average Vertical Acceleration: 0.11 m/s²
    - Transport Mode: walk"
11.72838580511471,50.004000000000005,0.15372723250244563,16.28576473879711,37.38489920947926,0.003894826487804072,3.101161578799938,0.3501330385676542,32,1.6523235800344234,10.504810004739786,24.901975062347528,10.504810004739786,49.14165138055226,180.3037142857143,164.73714285714289,0.07976703873849526,taxi_seg2_move1_cleaned.geojson,2008-08-02 15:32:55,2008-08-02 15:52:29,1174.0,taxi,484,7,1.4462809917355373,212,6,13.89,"
    Trip Summary:
    - Start: 2008-08-02 15:32:55 at 北土城东路, 小关街道, 太阳宫乡, 朝阳区, 北京市, 100000, 中国
    - End: 2008-08-02 15:52:29 at 2nd Place, 1602c, 成府路, 清华园, 中关村街道, 海淀区, 北京市, 100190, 中国
    - Duration: 0 days 00:19:34
    - Distance: 11.73 km
    - Average Speed: 37.38 km/h
    - Average Bearing Change: 10.50°
    - Max Speed: 50.00 km/h
    - Min Speed: 0.15 km/h
    - Speed Variability: 16.29 km/h
    - Average Acceleration: 0.00 m/s²
    - Max Acceleration: 3.10 m/s²
    - Number of Turns: 32
    - Turn Rate: 1.65 turns/min
    - Average Turn Angle: 10.50°
    - Turn Angle Variability: 24.90°
    - Average Altitude: 49.14 m
    - Total Altitude Gain: 180.30 m
    - Total Altitude Loss: 164.74 m
    - Average Vertical Acceleration: 0.08 m/s²
    - Transport Mode: taxi"
4.812014335355717,39.996,0.15376327943334084,13.216528482816202,17.41964712330907,0.02639834515549002,4.5037229818244136,0.4333654322980337,60,3.715170278637771,15.50582006126228,30.70288083852744,15.50582006126228,47.97511062271065,152.9878285714286,132.10902857142858,0.062184740399385714,bus_seg1_move1_cleaned.geojson,2008-08-02 10:11:04,2008-08-02 10:27:11,967.0,bus,471,2,0.42462845010615713,38,1,11.11,"
    Trip Summary:
    - Start: 2008-08-02 10:11:04 at 北土城东路, 小关街道, 朝阳区, 北京市, 100029, 中国
    - End: 2008-08-02 10:27:11 at 北辰路, 亚运村街道, 朝阳区, 北京市, 100000, 中国
    - Duration: 0 days 00:16:07
    - Distance: 4.81 km
    - Average Speed: 17.42 km/h
    - Average Bearing Change: 15.51°
    - Max Speed: 40.00 km/h
    - Min Speed: 0.15 km/h
    - Speed Variability: 13.22 km/h
    - Average Acceleration: 0.03 m/s²
    - Max Acceleration: 4.50 m/s²
    - Number of Turns: 60
    - Turn Rate: 3.72 turns/min
    - Average Turn Angle: 15.51°
    - Turn Angle Variability: 30.70°
    - Average Altitude: 47.98 m
    - Total Altitude Gain: 152.99 m
    - Total Altitude Loss: 132.11 m
    - Average Vertical Acceleration: 0.06 m/s²
    - Transport Mode: bus"
